"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS3_50","Yellow fever - number of reported cases","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=52","PUBLISHED","Published","","2011","2011","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","0","0.00000","","","","",""
"WHS3_50","Yellow fever - number of reported cases","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=52","PUBLISHED","Published","","2010","2010","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","0","0.00000","","","","",""
"WHS3_50","Yellow fever - number of reported cases","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=52","PUBLISHED","Published","","2009","2009","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","0","0.00000","","","","",""
"WHS3_50","Yellow fever - number of reported cases","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=52","PUBLISHED","Published","","2002","2002","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","0","0.00000","","","","",""
"WHS3_50","Yellow fever - number of reported cases","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=52","PUBLISHED","Published","","2001","2001","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","0","0.00000","","","","",""
"WHS3_50","Yellow fever - number of reported cases","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=52","PUBLISHED","Published","","1999","1999","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","0","0.00000","","","","",""
"WHS3_50","Yellow fever - number of reported cases","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=52","PUBLISHED","Published","","1997","1997","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","0","0.00000","","","","",""
