X,Y,source_url,what3words,upstream,name,completeness,uuid,date_modified,source,version,type,physical-address
47.6245675,-21.3059159,http://www.openstreetmap.org/node/2983207871,unbolt.silverback.crackled,openstreetmap¶n2983207871,Government Hospital - Ifanadiana,35.29%,b9601114dafe432a94521070e3cc0015,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.6245863,-21.3060889,http://www.openstreetmap.org/node/3038882971,logo.middleclass.indifferent,openstreetmap¶n3038882971,Government Hospital - Ifanadiana,35.29%,1f38e752515c4291ab4005eb2b62fb7e,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
46.866651,-18.8736391,http://www.openstreetmap.org/node/2725027419,bigwig.spores.cool,openstreetmap¶n2725027419,Hopital Ambatomanjaka,35.29%,c95705bfae3442b8bea9be2f90355e4f,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.4864211993603,-18.855537,http://www.openstreetmap.org/way/46339571,premiums.pixel.cemented,openstreetmap¶w46339571,Hopital Ambohidroa,35.29%,983c9b3d0fc34c27ba6349b1e963ba37,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
49.0722167,-18.8181104,http://www.openstreetmap.org/node/3652399990,cute.invalidated.slimmer,openstreetmap¶n3652399990,Hopital CSB II Brickaville,35.29%,12692e7846284ecb81d70b79756f0d1a,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.1807603,-19.0113928,http://www.openstreetmap.org/node/3943966885,napkins.vent.disbelief,OpenStreetMap¶n3943966885,Hopital Communal,29.41%,bd9aaac5ff66406fa4ce8951b6e6c73f,2016/01/13 14:11:49+00,OpenStreetMap,2,hospital,
47.4664212,-18.9227221,http://www.openstreetmap.org/node/838739032,laugh.grownup.tolerates,openstreetmap¶n838739032,Hopital Itaosy,35.29%,e15215cefc9740f39884f808cbcf4a36,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.435237000543,-18.9369656,http://www.openstreetmap.org/way/70246948,uplifting.tops.rocket,openstreetmap¶w70246948,Hopital de Fenoarivo,35.29%,69a7d18d9b9a4c04905dc42fcb595099,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
47.4216182224972,-18.7979179,http://www.openstreetmap.org/way/48625958,incursions.interred.loudness,openstreetmap¶w48625958,Hopital psychiatrique Anjanamasinaa,35.29%,29fff7daf02748288832c70e95134368,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
48.8375525,-19.550987,http://www.openstreetmap.org/node/3855461390,sediment.bowties.shirk,OpenStreetMap¶n3855461390,Hopitaly,29.41%,db3a8c40e14742d8bf7e8e311d3eca19,2015/11/23 22:41:32+00,OpenStreetMap,2,hospital,
43.6755217,-23.3526459,http://www.openstreetmap.org/node/1346035208,enter.teach.kidney,openstreetmap¶n1346035208,Hopitaly Be - Centre hospilier de référence de tuléar,35.29%,04b222f8a84d487fa447b723fcf61f49,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.0962568,-21.7681182,http://www.openstreetmap.org/node/3977974299,spotless.marzipan.volume,OpenStreetMap¶n3977974299,Hopitaly Mahaditra,29.41%,d8184fc6b8114d49b4e0268c2d86d297,2016/01/30 14:23:29+00,OpenStreetMap,2,hospital,
50.1743772,-14.2717155,http://www.openstreetmap.org/node/1925850583,immune.label.tones,openstreetmap¶n1925850583,Hopitaly Salf,35.29%,a55f44f6703d4b6abd778d031aab14bc,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.5434822,-18.9304218,http://www.openstreetmap.org/node/721751405,jeeps.unopposed.likely,openstreetmap¶n721751405,Hoptital d'Ambohimiandra,35.29%,f9595df405884f1396806ccc82758042,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
48.2643336418888,-13.40067315,http://www.openstreetmap.org/way/192637580,strength.nightlife.groomed,openstreetmap¶w192637580,Hospital Be,35.29%,d6c656eb5d604e82ba69e9d3880283ac,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
48.9334740241383,-19.4248326,http://www.openstreetmap.org/way/379970057,rooftops.confusingly.spicing,openstreetmap¶w379970057,Hospital Infirmary,35.29%,cbd3aecc149b41d785bb164315037f01,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
46.9814990364093,-25.02308415,http://www.openstreetmap.org/way/230481189,dividers.tweezers.events,openstreetmap¶w230481189,Hospital Philbert Tsiranana,35.29%,5b4d12221a3843259886777a1b53ef6c,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
49.2960087,-12.2693135,http://www.openstreetmap.org/node/1029518505,vestibule.watchdog.mirroring,openstreetmap¶n1029518505,Hostital Be,35.29%,33f59638bd2c4d6e806bc41f063f1d5c,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.9842676451561,-14.8740356,http://www.openstreetmap.org/way/245987956,hacking.jaunts.advancing,openstreetmap¶w245987956,Hôpital Antsohihy,35.29%,52c9ff4f6dd54fbea359e3249d66ec9e,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
47.5233006,-18.9210995,http://www.openstreetmap.org/node/577021765,ticked.readily.birthdays,openstreetmap¶n577021765,Hôpital Général de Befelatanana,35.29%,ae52fdf7429e4ed5a41b36067ffa1435,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.5179373541536,-18.9208204,http://www.openstreetmap.org/way/47471585,aimlessly.lung.piano,openstreetmap¶w47471585,Hôpital Joseph Ravoahangy-Andrianavalona,35.29%,c32b54a8b031475094aec4415204219d,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
46.3178309416237,-15.71534205,http://www.openstreetmap.org/way/230681036,hologram.tarred.buck,openstreetmap¶w230681036,Hôpital Mahabibo,35.29%,3a0b5bb6d13743a29cb282c69f085dbc,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
49.2936374,-12.2851829,http://www.openstreetmap.org/node/2422015077,blends.sampler.breakers,openstreetmap¶n2422015077,Hôpital Manarapenitra,35.29%,7aa153cb05a242d88927e9bc07052ba2,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
47.490671,-18.8899718,http://www.openstreetmap.org/node/3136585436,confirms.respected.rattled,OpenStreetMap¶n3136585436,Hôpital Manarapenitra,29.41%,62190e8c596c4a60ab2b888d4c595f20,2016/04/29 14:50:16+00,OpenStreetMap,2,hospital,
46.9444151030496,-25.0259779,http://www.openstreetmap.org/way/232709139,diets.snowshoes.courageous,openstreetmap¶w232709139,Hôpital Privé Rio Tinto,35.29%,99f7c0adc52842beb1a35c96965d34f6,2015/12/11 10:51:22.924+00,OpenStreetMap,2,hospital,
47.1099383,-21.4618694,http://www.openstreetmap.org/node/3713925175,helpers.fakes.lightens,openstreetmap¶n3713925175,Hôpital Universitaire Andrainjato,35.29%,56735a759dc341c79f859cdba12a5aa4,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
49.419984,-17.3820865,http://www.openstreetmap.org/node/671507412,realities.justify.wavelengths,openstreetmap¶n671507412,Hôpital de Fénérive-Est,35.29%,bca5ce7387fb41ec8899ae17f42a57a2,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,
